,Name,Address,Price,Size,Distance to beach,Distance to airport,Pool,Car,Non-smoking room,Near beach,WiFi,Family room,Bar,Breakfast
446,Lahome Villa Apartment,"03 Vo Nghia Street, Phước Mỹ Ward, Sơn Trà District, Đà Nẵng, Đà Nẵng, Việt Nam",770.0,30,0.2,4.9,1,1,1,0,1,0,0,0
447,Kara Beachside Guesthouse,"Block 2/2, Vo Nguyen Giap, Sao Bien, My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",250.0,14,0.4,4.2,0,0,0,0,1,1,0,0
448,Sontra Sea Hotel,"Hoàng Sa Lô 41, Đà Nẵng, Việt Nam",500.0,16,0.8,7.099999999999999,0,0,1,1,1,1,0,0
449,Tropical House Apartment Da Nang,"01 Tạ Mỹ Duật, Đà Nẵng, Việt Nam",960.0,45,1.3,3.6,0,1,1,0,1,1,0,0
450,Dawn Apartment Danang Beachstay by RentalFM,"K227/22 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",497.0,40,0.2,4.4,0,1,1,0,1,0,0,0
451,OYO 1199 Dung Quyen Hotel,"To 1, KDT Lake Side, Phuong Hoa Hiep Nam, Lien Chieu, Da Nang, Viet Nam, Da-Nang, Đà Nẵng, Việt Nam",214.0,16,1.6,7.0,0,0,1,0,1,1,0,0
452,Balcona Hotel Da Nang,"288 Vo Nguyen Giap Street, My An Ward, Ngu Hanh Son District, Da Nang City, Đà Nẵng, Việt Nam",1498.0,37,0.02,4.5,1,1,1,1,1,1,1,0
453,Stars Central Danang,"09 Lê Hồng Phong, Đà Nẵng, Việt Nam",550.0,18,2.5,2.3,0,1,1,0,0,1,0,0
454,Holiday Beach Hotel Danang,"My Khe Beach, 300 Vo Nguyen Giap Street, My An Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",1600.0,22,0.03,4.5,1,0,1,1,1,0,1,0
455,Ocean Haven Hotel,"295-297 Ho Nghinh, Đà Nẵng, Việt Nam",950.0,25,0.3,4.5,0,1,0,1,1,1,0,0
456,Salmalia Boutique Hotel & Spa,"52 Lam Hoanh, Đà Nẵng, Việt Nam",1481.0,32,0.1,4.6,1,1,1,1,1,1,1,0
457,Zuchi's Home&Apartment,"102 An Hải 6, Đà Nẵng, Việt Nam",477.0,30,1.3,4.3,0,0,0,1,1,1,0,0
458,Nami Home Da Nang,"163 To Hien Thanh Street, Son Tra District, Đà Nẵng, Việt Nam",550.0,30,0.25,4.3,0,1,1,0,1,1,0,0
459,Blue Ocean Villas Danang,"The Ocean Villas, Đà Nẵng, Việt Nam",3616.5,120,0.3,7.099999999999999,1,1,1,1,1,1,1,0
460,"Dear, Hostel","129 Lê Tấn Trung, Đà Nẵng, Việt Nam",330.0,25,0.5,6.0,0,0,1,0,1,0,0,0
461,Sea Light Hotel Da Nang,"An Thượng 29 Lot 45-46, Đà Nẵng, Việt Nam",606.0,22,0.3,4.2,0,1,1,0,0,0,0,0
462,Truc Home,"69 Phan Đăng Lưu, Đà Nẵng, Việt Nam",599.0,50,3.6,1.100000000000001,0,1,1,0,1,1,0,0
463,Cicilia Hotels & Spa Danang Powered by ASTON,"No.06-08-10 Do Ba street, T20 Beach, Ngu Hanh Son District, Đà Nẵng, Việt Nam",1008.0,25,0.2,4.4,1,1,1,0,1,1,1,0
464,Hotel Hoàng Thịnh,"K211/18 Nguyen Van Thoai, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",300.0,15,0.3,4.3,0,0,0,0,1,1,0,0
465,Cocochine Da Nang,"51 Hoang Ke Viem, Đà Nẵng, Việt Nam",323.0,19,0.35,4.2,0,1,1,1,1,1,1,0
466,NM Homestay Danang,"72 Đường Chi Lăng, Đà Nẵng, Việt Nam",712.0,50,1.6,1.8,1,0,1,0,1,1,0,0
467,Abogo Resort Villas Ocean Da Nang,"Đường Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng, Việt Nam",3616.5,120,0.2,7.099999999999999,1,1,1,0,1,1,1,0
468,Phuoc My An Beach,"264 Hồ Nghinh, Đà Nẵng, Việt Nam",880.0,32,0.3,4.4,1,1,1,1,1,0,0,0
469,Son Tra Resort,"Bai Nam Bai Con Son Tra District, Đà Nẵng, Việt Nam",3583.0,90,0.15,7.099999999999999,1,1,1,1,1,1,1,0
470,Me Home,"Đường Đào Tấn 04, Đà Nẵng, Việt Nam",550.0,15,2.7,2.0,0,0,1,0,1,1,0,0
471,Pariat River Front Hotel,"202 Bach Dang, Đà Nẵng, Việt Nam",667.0,25,2.4,2.4,1,1,1,0,1,1,1,0
472,Melody Hotel,"252 Hồ Nghinh 252 hồ nghinh, Đà Nẵng, Việt Nam",550.0,16,0.35,4.4,0,1,1,0,0,0,0,0
473,"Luxury Beach Condo 5-star, Pool, Gym, Sauna","120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",3616.5,80,0.1,5.0,1,1,1,1,1,1,1,0
474,TUTI HOSTEL,"63 Nguyễn Thiện Kế, Đà Nẵng, Việt Nam",340.0,17,0.7,4.0,0,0,1,0,1,0,1,0
475,Sena home 2nd*near Danang Han river*Dragon bridge,"3/12 Ha Thi Than, Son Tra, Đà Nẵng, Việt Nam",574.0,50,1.6,3.1,0,0,1,0,0,1,0,0
476,Tamarind Danang Beach Hotel,"83 Trần Bạch Đằng, Đà Nẵng, Việt Nam",530.0,27,4.3500000000000005,4.4,1,1,1,0,1,1,1,0
477,Peninsula Hotel Danang,"84 Vo Nguyen Giap, Man Thai Ward, Son Tra District, Đà Nẵng, Việt Nam",1891.0,25,0.04,5.0,1,1,1,1,1,1,1,1
478,MAMA HOTEL AND APARTMENT,"5 An Thượng 29, Đà Nẵng, Việt Nam",575.0,30,0.3,4.3,0,0,1,0,1,1,0,0
479,Convenient Room3 My Khe Beach 3 minutes walk,"19 An Thượng 37, Đà Nẵng, Việt Nam",272.0,15,0.4,4.2,0,1,0,0,1,0,0,0
480,Abogo Resort Villas Beachview Da Nang,"05 Truong Sa, Đà Nẵng, Việt Nam",3616.5,120,0.05,6.0,1,1,1,0,1,1,1,0
481,Da Nang Daisy Apartment 1 Beach View,"51 Tran Bach Dang, Muong Thanh Luxury Da Nang, Ngu Hanh Son, Đà Nẵng, Việt Nam",1550.0,65,0.1,4.4,0,1,1,1,1,1,0,0
482,TA Danang Boutique Hotel,"38 Hoàng Kế Viêm, Đà Nẵng, Việt Nam",949.0,50,0.75,3.8,1,1,1,0,1,1,0,0
483,Blue Sky & Villas Beach Resort,"The Ocean Villas, Đà Nẵng, Việt Nam",3616.5,56,0.3,7.099999999999999,1,1,1,0,1,1,1,0
484,Brilliant Hotel,"162 Bach Dang Street, Đà Nẵng, Việt Nam",1435.0,22,2.3,2.6,1,0,1,0,1,1,1,0
485,Satya Danang Hotel,"155 Tran Phu, Đà Nẵng, Việt Nam",1589.0,25,2.4,2.4,1,1,1,0,1,1,1,0
486,Rich Hotel,"37 Ha Bong, Son Tra, Da Nang City, Đà Nẵng, Việt Nam",544.0,25,0.15,4.6,0,1,1,1,1,1,0,0
487,Da Nang - Mikazuki Japanese Resorts & Spa,"Xuan Thieu, Nguyen Tat Thanh, Đà Nẵng, Việt Nam",3074.0,45,0.15,6.0,1,1,1,0,1,1,1,0
488,Diamond Sea Hotel,"232 Vo Nguyen Giap, Đà Nẵng, Việt Nam",1143.0,26,0.1,4.7,1,0,1,0,1,1,1,0
489,Gia Han Apartment Da Nang,"So 115 To Hien Thanh, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",400.0,32,0.3,4.4,0,1,1,0,1,1,0,0
490,Pullman Danang Beach Resort,"101 Vo Nguyen Giap Street, Khue My Ward, Ngu Hanh Son District, Da Nang, Vietnam, Đà Nẵng, Việt Nam",3616.5,42,0.25,4.5,1,1,1,0,1,1,1,0
491,Dreamy Beach Boutique Hotel,"K2/4 Hà Bổng, P. Phước Mỹ, Q. Sơn Trà, Đà Nẵng, Việt Nam",468.0,25,0.2,4.6,0,1,1,0,1,1,0,0
492,Han Apartment,"14 Mai Hac De street, Đà Nẵng, Việt Nam",708.0,35,1.6,3.2,1,0,1,0,1,0,0,0
493,Chaca House,"Hà Kỳ Ngộ 118th, Đà Nẵng, Việt Nam",500.0,28,0.25,5.0,0,0,1,1,1,0,0,0
494,Luxury Ocean View Suites in Sheraton Building - Rooftop Swimming Pool - Beach Front,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1458.0,81,0.1,5.0,1,0,1,1,1,1,1,0
495,New Tourane Hotel,"15 Mỹ Khê 2, Đà Nẵng, Việt Nam",423.0,20,0.75,4.0,0,0,1,0,1,1,0,0
496,Son Tra Green Hotel & Apartment,"116 Nguyen Huy Chuong, Đà Nẵng, Việt Nam",357.0,20,0.25,5.0,0,1,1,1,1,1,0,0
497,Lamanga Hotel & Suites,"278 Đường 2/9, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng, Việt Nam",749.0,27,2.9,1.7,1,1,1,0,1,1,1,0
498,Hồng Phúc 2 Hotel,"1095 Nguyễn Tất Thành, Đà Nẵng, Việt Nam",347.0,20,0.04,1.2,0,0,1,0,1,1,0,0
499,S Phuot Da Nang Hostel,"100a Châu Thị Vĩnh Tế, Đà Nẵng, Việt Nam",544.0,45,0.85,3.7,0,1,1,0,1,1,1,0
500,Alisia Beach Hotel Da Nang,"19 Hoàng Sa, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng, Việt Nam",626.0,22,0.03,6.0,1,1,1,0,1,1,0,0
501,Rice's House,"35 Dương Đình Nghệ, Đà Nẵng, Việt Nam",428.0,22,0.25,4.5,1,1,1,1,1,1,0,0
502,Rivera Boutique Hotel,"62 Võ Văn Kiệt, Đà Nẵng, Việt Nam",558.0,25,0.9,3.8,0,0,1,0,1,1,1,0
503,Grand Gold Hotel,"Lot 1 - A2.2, Hoang Sa Street, Tho Quang Ward, Son Tra District, Đà Nẵng, Việt Nam",996.0,32,0.01,6.0,1,1,1,1,1,1,1,0
504,Sena home 3#1-Near Danang Dragon Bridge-Han River,"3/12 Ha Thi Than, Son Tra, Danang 3/12, Đà Nẵng, Việt Nam",423.0,18,1.6,3.1,0,0,1,0,0,1,0,0
505,Hà Nội Hotel Danang,"14 Hà Kỳ Ngộ, Đà Nẵng, Việt Nam",300.0,25,0.25,5.0,0,0,1,1,1,1,0,0
506,SPOT ON 1218 Nha Nghi Hung Thinh,"373, Dai Lo Hung Vuong, To Dan Pho Hoa Do 3, Cam Phuc Bac , Thanh Pho Cam Ranh, Khanh Hoa, Nha-Trang, Đà Nẵng, Việt Nam",266.0,18,0.45,3.5,0,0,1,0,1,1,0,0
507,Platinum Beach Hotel & Apartment,"36 An Thuong 1 , Đà Nẵng, Việt Nam",487.0,25,0.05,4.5,0,1,1,1,1,1,0,0
508,D&C Luxury House - 3 Mins walk to My Khe Beach DN - Full Ac,"Lô 11 An Thượng 29, Đà Nẵng, Việt Nam",3456.0,120,0.55,4.0,1,1,1,1,1,1,1,0
509,Căn hộ Đà Nẵng - Đối diện biển Mỹ Khê,"51 Trần Bạch Đằng 25, Đà Nẵng, Việt Nam",1152.0,60,0.05,4.5,0,0,1,1,0,1,0,0
510,Luxury Apartment in Sheraton Building with Ocean View,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2200.0,65,0.1,5.0,1,0,1,1,1,1,1,0
511,MTR Apartment & Hotel,"115 Đỗ Thúc Tịnh, Đà Nẵng, Việt Nam",545.0,27,4.3500000000000005,1.100000000000001,0,0,0,0,0,1,0,0
512,Golen Light Hotel,"157A Hồ Nghinh, Đà Nẵng, Việt Nam",600.0,20,0.3,4.5,0,0,1,1,1,0,0,0
513,Harmony Homestay,"152 Phan Thanh, Đà Nẵng, Việt Nam",310.0,18,1.7,1.100000000000001,0,0,1,0,1,1,1,0
514,Kim Ngan Phat Luxury Villa,"51 TRẦN BẠCH ĐẰNG, Đà Nẵng, Việt Nam",800.0,60,0.04,4.5,1,1,1,1,1,0,0,0
515,Ocean Villa Pool Retreat In Da Nang,"X7FJ+WF Ngũ Hành Sơn, Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",3616.5,120,0.3,7.099999999999999,0,0,0,1,1,1,1,0
516,Nhà của Te - Homestay & Tea room,"40/22 Nguyễn Như Hạnh, Đà Nẵng, Việt Nam",350.0,30,1.4,1.5,0,0,0,0,1,0,0,0
517,Davue Hotel by THG,"57-59 Đỗ Bí, phường Mỹ An, quận Ngũ Hành Sơn, Đà Nẵng, Việt Nam",528.0,23,0.2,4.4,0,1,1,1,1,1,0,0
518,Tan Phuong Nam Hotel & Apartment,"494 Duong 2 Thang 9, Hoa Cuong Nam, Hai Chau, Đà Nẵng, Việt Nam",599.0,25,3.1,1.8,1,1,1,0,0,1,1,0
519,Sen Vang Hotel,"173 Ho Nghinh, Phuoc My , Son Tra, Đà Nẵng, Việt Nam",400.0,19,0.3,4.5,0,0,1,1,1,1,0,0
520,Nhật Quang House,"78 Hải Triều 78, Đà Nẵng, Việt Nam",428.0,12,1.3,5.0,0,0,1,0,1,0,0,0
521,Le Sands Oceanfront Danang Hotel,"28 Vo Nguyen Giap, Man Thai, Đà Nẵng, Việt Nam",2161.0,45,0.03,5.0,1,0,1,1,1,1,1,1
522,DaNa Home Hotel - Apartment,"119 Nguyễn Du, Đà Nẵng, Việt Nam",301.0,22,1.9,2.7,0,0,1,0,1,1,0,0
523,RIO Hotel And Restaurant,"123 Hoang Ke Viem str, My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",450.0,30,0.2,4.3,1,1,1,1,1,1,0,0
524,Smeraldo Hotel & Apartment,"54-56 Dinh Dat , Đà Nẵng, Việt Nam",1300.0,25,0.25,5.0,1,1,1,1,1,1,0,0
525,Lagom Boutique Hotel Da Nang,"71 Phan Tôn 71 - 73 Phan Tôn, Đà Nẵng, Việt Nam",945.0,35,0.4,4.1,1,1,1,0,1,1,0,0
526,Emerald Boutique Hotel DaNang,"223 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",918.0,28,0.3,4.3,1,0,1,1,1,1,1,0
527,Suri Apartment & Hotel Danang,"26 An Nông, Da-Nang Vietnam, Đà Nẵng, Việt Nam",528.0,20,0.8,7.099999999999999,0,1,1,0,1,1,0,1
528,Hyatt Regency Danang Resort and Spa,"Hoa Hai Ward, Ngu Hanh Son, Đà Nẵng, Việt Nam",3616.5,40,0.05,6.0,1,0,1,0,1,1,1,0
529,CT HomeStay Da Nang,"56 Mai Hắc Đế, Sơn Trà, Đà Nẵng, Việt Nam",482.0,18,1.6,3.2,0,0,1,0,1,1,1,0
530,TIMES HOTEL,"67 Lương Định Của, Đà Nẵng, Việt Nam",350.0,22,4.3500000000000005,1.100000000000001,0,0,1,0,1,0,0,0
531,"Sea View, Apartment-50meter walk from My Khe beach","51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1183.0,52,0.1,4.4,1,1,0,1,1,1,0,0
532,Mộc Nhiên Hotel Da Nang,"18 Phạm Văn Ngôn, Đà Nẵng, Việt Nam",292.0,22,1.3,5.0,0,0,1,0,0,1,0,0
533,Nhà bình Homestay,"7 An Nhơn 2, Đà Nẵng, Việt Nam",636.0,23,1.3,3.6,0,0,1,0,1,1,0,0
534,Brown Bean 2 Hotel,"380 Hai Thang Chin Street, Đà Nẵng, Việt Nam",310.0,16,3.0,1.7,0,0,1,0,1,1,0,0
535,"Danang Marriott Resort & Spa, Non Nuoc Beach Villas","Truong Sa, Ngu Hanh Son, Đà Nẵng, Việt Nam",3616.5,120,0.45,7.0,1,1,1,0,1,0,1,0
536,AMANDA HOTEL ĐÀ NẴNG,"Lô A2-A2B, đường 30 Tháng 4 Phường Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng, Đà Nẵng, Việt Nam",431.0,20,3.9,1.100000000000001,0,1,0,0,1,1,0,0
537,Dana Pearl Hotel,"Lot 10, Corner Le loi - Hai Phong, Hai Chau District, Da Nang , Đà Nẵng, Việt Nam",518.0,20,2.0,2.5,0,1,1,0,1,1,1,0
538,The Garden Capsule Hotel,"206 Bạch Đằng Tầng 2, Đà Nẵng, Việt Nam",713.0,30,2.4,2.5,1,1,1,0,1,1,1,0
539,Danang Boutique Hotel,"6th Floor, 150 Nguyen Van Linh, Đà Nẵng, Việt Nam",1002.0,30,2.0,1.2,1,1,1,0,1,1,0,0
540,TIDITEL Hotel and Apartment,"80 Núi Thành, Đà Nẵng, Việt Nam",525.0,25,2.9,1.8,0,1,1,0,1,1,1,0
541,Samatha Apartment & Hotel,"Lô 35-36 Lê Lộ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng, Đà Nẵng, Việt Nam",1000.0,40,0.3,4.3,1,1,1,0,1,1,0,0
542,Song Thu hotel,"30 Tran Phu, Đà Nẵng, Việt Nam",419.0,55,2.4,2.8,0,0,1,0,1,0,1,0
543,Melia Danang Beach Resort,"19 Truong Sa, Hoa Hai Ward, Ngu Hanh Son, Đà Nẵng, Việt Nam",3616.5,38,0.05,7.0,0,1,1,0,1,1,1,0
544,Grand Mercure Danang,"Lot A1, Green Island, Hoa Cuong Bac Ward, Đà Nẵng, Việt Nam",1790.0,28,2.3,2.3,1,1,1,0,1,1,1,0
545,Bamboo Green Central Hotel,"158 Phan Chau Trinh, Đà Nẵng, Việt Nam",384.0,28,2.3,1.9,0,0,1,0,1,0,1,0
546,SEA CASTLE HOTEL Da Nang,"171 Hồ Nghinh, Đà Nẵng, Việt Nam",614.0,25,0.3,4.5,0,1,1,1,1,1,0,0
547,Anh Villa Hotel,"59 Hồ Sĩ Phấn, Sơn Trà, Đà Nẵng, Việt Nam",329.0,15,1.2,5.0,0,0,1,0,1,0,0,0
548,Capital O 1183 Villa Le Na,"25 Tran Bach Dang, 25 Tran Bach Dang Street, Phuoc My Ward, Son Tra District, Da Nang City, 02363, Vietnam, Da-Nang, Đà Nẵng, Việt Nam",471.0,25,0.2,4.5,0,0,1,0,1,1,0,0
549,Onestar Danang Riverside,"03 Phạm Phú Thứ, Đà Nẵng, Việt Nam",500.0,20,2.3,2.6,0,0,1,0,1,0,0,0
550,Charming beauty hotel,"53 An Thượng 3, Đà Nẵng, Việt Nam",750.0,30,0.2,4.3,1,0,1,0,1,0,0,0
551,Altara Suites Da Nang by AHG,"120 Vo Nguyen Giap Street, Phuoc My ward, Son Tra District, Đà Nẵng, Việt Nam",2448.0,60,0.1,5.0,1,0,1,1,1,1,0,0
552,JOHNNY HOTEL,"44 Phước Trường 15, Đà Nẵng, Việt Nam",350.0,28,0.45,4.6,0,0,0,0,1,1,0,0
553,K73 De HOUSE,"Đà Nẵng, Đà Nẵng, Việt Nam",361.0,26,0.35,4.4,0,1,0,1,0,0,0,0
554,M HOTEL DANANG,"286 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2430.0,35,0.03,4.5,1,1,1,1,1,1,1,0
555,Forever Hotel,"1040 Ngo Quyen , Đà Nẵng, Việt Nam",450.0,20,1.3,3.4,0,0,1,0,1,1,0,0
556,Quốc Khánh Hotel Da Nang,"1 Tôn Thất Đạm, Đà Nẵng, Việt Nam",444.0,25,0.05,1.100000000000001,0,1,1,1,1,1,0,0
557,Furama Resort Danang,"105 Vo Nguyen Giap Street, Khue My Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",3522.0,40,0.1,4.6,1,1,1,0,1,0,1,0
558,ROSE HOTEL,"1089 Nguyễn Tất Thành,phường Xuân Hà ,quận Thanh Khê, Đà Nẵng, Việt Nam",500.0,20,0.04,1.2,0,0,1,0,1,1,0,0
559,Sofitel Hotel & Apartments,"30 An Thượng 29, Đà Nẵng, Việt Nam",350.0,25,0.45,4.1,0,0,0,0,1,1,1,0
560,Hana Homestay Danang,"No 84, Thach Lam Street, Phuoc My Ward, Son Tra District, Đà Nẵng, Việt Nam",329.0,35,0.25,4.4,0,0,1,0,1,1,0,0
561,Hero Sea Hotel and Apartment Da Nang,"2 Hà Bổng, Đà Nẵng, Việt Nam",540.0,25,0.2,4.6,0,1,0,0,0,0,0,0
562,KEVIN HOTEL,"Lô G16 đường Phạm Văn Đồng,quận Sơn Trà, Đà Nẵng, Đà Nẵng, Việt Nam",325.0,16,0.95,3.9,0,0,1,0,1,1,0,0
563,An Dương Hotel & Apartment,"59 - 61- 63 Ngyen Xien Street, Hoa Hai Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",700.0,20,0.75,5.0,0,0,1,0,1,1,0,0
564,Hồng Châu Hotel,"122 Hồ Nghinh, Đà Nẵng, Việt Nam",360.0,20,0.35,4.6,0,0,1,0,1,0,0,0
565,"URI HOUSE, 1-2 BR tourism apt, 5' walk Dragon Bridge","84/18 Street  2/9, Đà Nẵng, Việt Nam",735.0,45,2.8,2.0,0,1,1,0,1,1,0,0
566,TN's House,"11 An Thượng 39, Đà Nẵng, Việt Nam",330.0,25,0.45,4.1,0,0,0,0,1,0,0,0
567,Bibi’s home,"55 Lưu Quý Kỳ, Đà Nẵng, Việt Nam",440.0,26,3.1,1.7,0,0,1,0,1,1,0,0
568,Abogo Apartment Resort Beach Da Nang,"05 Trường Sa, Ngũ Hành Sơn, Đà Nẵng Hyatt Regency Đà Nẵng, Đà Nẵng, Việt Nam",3616.5,100,0.1,6.0,1,1,1,0,1,1,1,0
569,Hanoi Blue Hotel Da Nang,"128 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",312.0,18,0.3,4.3,0,1,1,1,1,1,0,0
570,SPOT ON 806 Net Viet Homestay,"33 Dao Cam Moc, Phuong Hoa Cuong Bac, Quan Hai Chau, Đà Nẵng, Việt Nam",292.0,23,3.5,1.100000000000001,0,0,1,0,1,1,0,0
571,"InterContinental Danang Sun Peninsula Resort, an IHG Hotel","Bai Sac, Son Tra Peninsula, Đà Nẵng, Việt Nam",3616.5,74,0.2,7.099999999999999,1,1,1,0,1,1,1,0
572,Danang Beach 2 Hotel,"An Thuong 33, My Khe, Đà Nẵng, Việt Nam",350.0,15,0.3,4.3,0,0,1,0,1,1,0,0
573,Golden Sun Apartment by New Sky Travel,"95-97 Võ Văn Kiệt, Sơn Trà, Đà Nẵng, Việt Nam",945.0,16,0.4,4.3,1,1,1,1,1,1,1,0
574,Stargazerhotel Đà Nẵng- Khách sạn Hoa Ly,"77 Trần Phú, Đà Nẵng, Việt Nam",400.0,18,2.3,2.7,0,0,1,0,1,1,0,0
575,The Memory - Danang,"202 Ho Nghinh, Đà Nẵng, Việt Nam",1167.0,18,0.3,4.5,0,1,0,0,1,1,1,0
576,L'emore Hotel Da Nang,"378 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",630.0,120,0.35,4.3,0,1,1,0,1,1,1,0
577,Khách sạn Phạm Gia Đà Nẵng (Phạm Gia Hotel),"530 Trần Quốc Hoàn, Đà Nẵng, Việt Nam",399.0,20,0.55,5.0,0,0,1,0,0,1,0,0
578,Taiyo Hotel & Apartment,"44-46-48 An Thượng 31, Đà Nẵng, Việt Nam",1088.0,30,0.2,4.3,1,1,1,0,1,1,1,0
579,Reverie Home,"19 An Thượng 27 Reverie home/apartment, Đà Nẵng, Việt Nam",390.0,22,2.1,3.1,0,1,0,0,1,1,0,0
580,Luna House Danang,"K39 Võ Văn Kiệt, Đà Nẵng, Việt Nam",423.0,22,0.25,4.5,0,0,1,1,0,1,0,0
581,Alyssa Hotel Da Nang,"109d Dương Đình Nghệ, Đà Nẵng, Việt Nam",480.0,25,0.75,4.1,0,1,1,1,1,1,0,0
582,Da Nang Sea View Apartment - MT Căn Hộ Hướng Biển,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1433.0,65,0.15,4.4,0,1,0,1,1,1,0,0
583,"""BRG GOLF CLUB"" - Danang Private Pool Villa 3 Bedrooms #1","35 Trường Sa, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",3616.5,120,0.45,7.0,1,1,1,0,1,1,0,0
584,King Hotel Da Nang,"27 Dương Đình Nghệ, Đà Nẵng, Việt Nam",405.0,20,0.25,4.6,0,0,1,1,0,1,0,0
585,Nest House Homestay,"101 Bà Huyện Thanh Quan, Phường Mỹ An, Đà Nẵng, Việt Nam",528.0,18,0.5,4.1,0,0,1,0,1,0,0,0
586,Sandy Shore Luxury Apartment 100m2 in Altara-Sheraton building - My Khe beach,"120 Vo Nguyen Giap , Đà Nẵng, Việt Nam",3220.0,100,0.1,5.0,1,0,1,1,1,1,1,0
587,"Ami Foreign Center Da Nang- Large windows, View balcony & terrace","109 An Thượng 29, Đà Nẵng, Việt Nam",368.0,30,0.5,4.0,0,0,1,0,1,0,0,0
588,THE NAVIS Hotel & Apartment,"34 An Thượng 28, Bắc Mỹ Phú, Ngũ Hành Sơn, 550000 Đà Nẵng, Việt Nam",692.0,35,0.2,4.3,0,0,1,0,1,1,0,0
589,Mộc House Homestay,"K39/H02/06 Võ Văn Kiệt, phường Phước Mỹ, quận Sơn Trà, Tp Đà Nẵng, Đà Nẵng, Việt Nam",556.0,23,0.25,4.5,0,0,1,0,1,0,0,0
590,Quan Quan Hotel,"79 Nguyen Huu Tho, Đà Nẵng, Việt Nam",315.0,25,2.3,1.100000000000001,0,0,0,0,1,1,0,0
591,Hanami Suite and Apartment,"49 Hoàng Kế Viêm, Đà Nẵng, Việt Nam",560.0,22,0.7,3.8,0,0,1,0,1,1,0,0
592,Risemount Premier Resort Da Nang,"120 Nguyễn Văn Thoại Bac My An ward, Ngu Hanh Son district, Đà Nẵng, Việt Nam",1596.0,26,0.55,4.0,1,1,1,0,1,1,1,0
593,Adaline Hotel & Apartment,"580 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",471.0,40,0.25,4.6,1,1,1,1,1,1,0,0
594,Jim’s House,"51 Huỳnh Thúc Kháng, Đà Nẵng, Việt Nam",750.0,18,2.3,1.7,1,0,1,0,1,1,0,0
595,John Boutique Villa,"64 Le Manh Trinh, Son Tra District, Đà Nẵng, Việt Nam",678.0,20,0.3,4.8,0,1,1,0,1,1,0,0
596,OYO 1171 Tay Hai Hotel,"23, 23-24 Ton That Dam, Xuan Ha, Thanh Khe, Da Nang , Da-Nang, Đà Nẵng, Việt Nam",235.0,22,0.1,1.100000000000001,0,0,1,0,1,1,0,0
597,May Hotel,"256 Ho Nghinh, My Phuoc Ward, Son Tra, Da Nang, Đà Nẵng, Việt Nam",388.0,20,0.3,4.5,0,1,1,1,1,1,0,0
598,Wyndham Danang Golden Bay,"1 Le Van Duyet, Son Tra, Đà Nẵng, Việt Nam",1778.0,37,2.8,4.6,1,0,1,0,1,1,1,0
599,SPOT ON 1115 Romantic Motel,"1359, Nguyễn Tất Thành, Da-Nang, Đà Nẵng, Việt Nam",229.0,22,0.04,1.9,0,0,1,0,1,1,0,0
600,TINA HOUSE Apartment,"293 Hùng Vương, Đà Nẵng, Việt Nam",875.0,60,1.3,1.4,0,0,1,0,1,1,0,0
601,An An Homes,"Đường 2 Tháng 9 63, Đà Nẵng, Việt Nam",500.0,55,3.3,1.7,0,0,1,0,1,1,0,0
602,Kata Home Central,"28 Thanh Thủy, Đà Nẵng, Việt Nam",510.0,50,1.3,2.3,0,0,0,0,1,0,0,0
603,Paracel Beach Hotel,"204 Vo Nguyen Giap Street, Son Tra District, Đà Nẵng, Việt Nam",1056.0,28,0.1,4.7,1,1,1,1,1,0,1,0
604,Victory Hotel,"182 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",549.0,20,0.2,4.4,0,1,1,0,1,1,0,0
605,Central Beach Hotel,"35 Trần Bạch Đằng, Đà Nẵng, Việt Nam",405.0,22,0.1,4.4,0,1,1,0,1,1,0,0
606,Ami Mountain Sea DaNang Cozy - Mountain iron View,"96 Ngô Cao Lãng, Đà Nẵng, Việt Nam",330.0,40,0.35,7.099999999999999,0,0,1,1,0,1,0,0
